# timestamp cpu_time memory_usage execution_time
1769445435.005585 0.000003 7228 0.000007
1769445435.091188 0.000004 7228 0.000005
1769445435.191197 0.000003 7228 0.000005
1769445435.280337 0.000000 7228 0.000013
1769445435.380936 0.000000 7228 0.000020
