# timestamp cpu_time memory_usage execution_time
1769882317.051398 0.000000 6536 0.000968
1769882317.245179 0.003294 6536 0.003293
1769882317.351311 0.002689 6536 0.002689
1769882317.457424 0.004338 6536 0.004341
1769882317.559584 0.006509 6536 0.006509
