# timestamp cpu_time memory_usage execution_time
1769868540.266888 0.000000 5604 0.000093
1769868540.500359 0.000000 5604 0.000219
1769868540.600644 0.000000 5604 0.000439
1769868540.701446 0.001100 5604 0.001100
1769868540.801961 0.001510 5604 0.001512
