# timestamp cpu_time memory_usage execution_time
1769882314.751243 0.000945 6536 0.000956
1769882314.943371 0.001700 6536 0.001702
1769882315.044612 0.002242 6536 0.002242
1769882315.144576 0.002716 6536 0.002717
1769882315.248371 0.006320 6536 0.006321
