# time cpu_util memory_usage
6.37014 10 100
6.38022 10 100
6.39033 10 100
6.40045 10 100
6.41057 10 100
6.42067 10 100
6.43076 10 100
6.44085 10 100
6.45096 10 100
6.46111 10 100

