# timestamp cpu_time memory_usage execution_time
1769868387.812413 0.000125 5484 0.000185
1769868388.057027 0.000000 5484 0.000377
1769868388.157534 0.000000 5484 0.000742
1769868388.258321 0.001543 5484 0.001542
1769868388.370402 0.001728 5484 0.001730
