# timestamp cpu_time memory_usage execution_time
1769882315.863922 0.002207 6536 0.002386
1769882316.066628 0.004477 6536 0.005282
1769882316.170717 0.009138 6536 0.009286
1769882316.282299 0.020361 6536 0.020853
1769882316.392778 0.017735 6536 0.019766
