# time cpu_util memory_usage
12.3228 10 100
12.3329 10 100
12.343 10 100
12.3531 10 100
12.3632 10 100
12.3733 10 100
12.3839 10 100
12.394 10 100
12.4041 10 100
12.4142 10 100

