# timestamp cpu_time memory_usage execution_time
1769882313.142900 0.000000 6536 0.000012
1769882313.227886 0.000000 6536 0.000010
1769882313.327971 0.000000 6536 0.000016
1769882313.416762 0.000000 6536 0.000010
1769882313.506060 0.000000 6536 0.000010
