# time cpu_util memory_usage
10.3695 10 100
10.3796 10 100
10.3897 10 100
10.3998 10 100
10.4107 10 100
10.4208 10 100
10.4309 10 100
10.441 10 100
10.451 10 100
10.4611 10 100

