# timestamp cpu_time memory_usage execution_time
1769881886.079508 0.000102 5636 0.003629
1769881886.355900 0.000179 5636 0.000281
1769881886.488311 0.000860 5636 0.000857
1769881886.656960 0.000903 5636 0.001266
1769881886.822957 0.001484 5636 0.002269
