# time cpu_util memory_usage
18.6047 10 100
18.6148 10 100
18.6249 10 100
18.6349 10 100
18.645 10 100
18.6551 10 100
18.6652 10 100
18.6756 10 100
18.6856 10 100
18.6958 10 100

