# timestamp cpu_time memory_usage execution_time
1769881888.087531 0.000000 5636 0.000055
1769881888.332217 0.000028 5636 0.000053
1769881888.429820 0.000006 5636 0.000011
1769881888.552211 0.000007 5636 0.000013
1769881888.629722 0.000007 5636 0.000013
