timestamp,cpu_time,memory_usage,execution_time
1769881595.185058,0.000058,5560,0.000067
1769881595.361021,0.000030,5560,0.000033
1769881595.461056,0.000033,5560,0.000035
1769881595.549879,0.000017,5560,0.000027
1769881595.627664,0.000010,5560,0.000034
