timestamp,cpu_utilization,memory_usage,disk_io_read,disk_io_write,network_in,network_out,execution_time,thread_count,page_faults,cache_hit_rate,error_rate,throughput,response_time_p50,response_time_p95,response_time_p99
22.2793,10,100,0,0,0,0,1.44e-07,1,0,0,0,0,0,0,0
22.2894,10,100,0,0,0,0,1.44e-07,1,0,0,0,0,0,0,0
22.2995,10,100,0,0,0,0,1.44e-07,1,0,0,0,0,0,0,0
22.3096,10,100,0,0,0,0,1.44e-07,1,0,0,0,0,0,0,0
22.3197,10,100,0,0,0,0,1.44e-07,1,0,0,0,0,0,0,0
22.3298,10,100,0,0,0,0,1.44e-07,1,0,0,0,0,0,0,0
22.3399,10,100,0,0,0,0,1.44e-07,1,0,0,0,0,0,0,0
22.35,10,100,0,0,0,0,1.44e-07,1,0,0,0,0,0,0,0
22.3601,10,100,0,0,0,0,1.44e-07,1,0,0,0,0,0,0,0
22.3702,10,100,0,0,0,0,1.44e-07,1,0,0,0,0,0,0,0
