timestamp,cpu_time,memory_usage,execution_time
1769881882.666209,0.000026,5500,0.000060
1769881882.843088,0.000000,5636,0.000014
1769881882.943029,0.000000,5636,0.000012
1769881883.043105,0.000004,5636,0.000012
1769881883.143037,0.000000,5636,0.000010
