timestamp,cpu_utilization,memory_usage,disk_io_read,disk_io_write,network_in,network_out,execution_time,thread_count,page_faults,cache_hit_rate,error_rate,throughput,response_time_p50,response_time_p95,response_time_p99
7.41927,10,100,0,0,0,0,3.85e-07,1,0,0,0,0,0,0,0
7.42942,10,100,0,0,0,0,3.85e-07,1,0,0,0,0,0,0,0
7.4395,10,100,0,0,0,0,3.85e-07,1,0,0,0,0,0,0,0
7.4496,10,100,0,0,0,0,3.85e-07,1,0,0,0,0,0,0,0
7.45969,10,100,0,0,0,0,3.85e-07,1,0,0,0,0,0,0,0
7.46979,10,100,0,0,0,0,3.85e-07,1,0,0,0,0,0,0,0
7.47987,10,100,0,0,0,0,3.85e-07,1,0,0,0,0,0,0,0
7.48995,10,100,0,0,0,0,3.85e-07,1,0,0,0,0,0,0,0
7.50004,10,100,0,0,0,0,3.85e-07,1,0,0,0,0,0,0,0
7.51014,10,100,0,0,0,0,3.85e-07,1,0,0,0,0,0,0,0
