timestamp,cpu_utilization,memory_usage,disk_io_read,disk_io_write,network_in,network_out,execution_time,thread_count,page_faults,cache_hit_rate,error_rate,throughput,response_time_p50,response_time_p95,response_time_p99
18.3137,10,100,0,0,0,0,1.62e-07,1,0,0,0,0,0,0,0
18.3238,10,100,0,0,0,0,1.62e-07,1,0,0,0,0,0,0,0
18.3339,10,100,0,0,0,0,1.62e-07,1,0,0,0,0,0,0,0
18.344,10,100,0,0,0,0,1.62e-07,1,0,0,0,0,0,0,0
18.3541,10,100,0,0,0,0,1.62e-07,1,0,0,0,0,0,0,0
18.3642,10,100,0,0,0,0,1.62e-07,1,0,0,0,0,0,0,0
18.3743,10,100,0,0,0,0,1.62e-07,1,0,0,0,0,0,0,0
18.3844,10,100,0,0,0,0,1.62e-07,1,0,0,0,0,0,0,0
18.3945,10,100,0,0,0,0,1.62e-07,1,0,0,0,0,0,0,0
18.4046,10,100,0,0,0,0,1.62e-07,1,0,0,0,0,0,0,0
