timestamp,cpu_utilization,memory_usage,disk_io_read,disk_io_write,network_in,network_out,execution_time,thread_count,page_faults,cache_hit_rate,error_rate,throughput,response_time_p50,response_time_p95,response_time_p99
12.3228,10,100,0,0,0,0,1.61e-07,1,0,0,0,0,0,0,0
12.3329,10,100,0,0,0,0,1.61e-07,1,0,0,0,0,0,0,0
12.343,10,100,0,0,0,0,1.61e-07,1,0,0,0,0,0,0,0
12.3531,10,100,0,0,0,0,1.61e-07,1,0,0,0,0,0,0,0
12.3632,10,100,0,0,0,0,1.61e-07,1,0,0,0,0,0,0,0
12.3733,10,100,0,0,0,0,1.61e-07,1,0,0,0,0,0,0,0
12.3839,10,100,0,0,0,0,1.61e-07,1,0,0,0,0,0,0,0
12.394,10,100,0,0,0,0,1.61e-07,1,0,0,0,0,0,0,0
12.4041,10,100,0,0,0,0,1.61e-07,1,0,0,0,0,0,0,0
12.4142,10,100,0,0,0,0,1.61e-07,1,0,0,0,0,0,0,0
