timestamp,cpu_utilization,memory_usage,disk_io_read,disk_io_write,network_in,network_out,execution_time,thread_count,page_faults,cache_hit_rate,error_rate,throughput,response_time_p50,response_time_p95,response_time_p99
18.6047,10,100,0,0,0,0,1.97e-07,1,0,0,0,0,0,0,0
18.6148,10,100,0,0,0,0,1.97e-07,1,0,0,0,0,0,0,0
18.6249,10,100,0,0,0,0,1.97e-07,1,0,0,0,0,0,0,0
18.6349,10,100,0,0,0,0,1.97e-07,1,0,0,0,0,0,0,0
18.645,10,100,0,0,0,0,1.97e-07,1,0,0,0,0,0,0,0
18.6551,10,100,0,0,0,0,1.97e-07,1,0,0,0,0,0,0,0
18.6652,10,100,0,0,0,0,1.97e-07,1,0,0,0,0,0,0,0
18.6756,10,100,0,0,0,0,1.97e-07,1,0,0,0,0,0,0,0
18.6856,10,100,0,0,0,0,1.97e-07,1,0,0,0,0,0,0,0
18.6958,10,100,0,0,0,0,1.97e-07,1,0,0,0,0,0,0,0
