timestamp,cpu_time,memory_usage,execution_time
1769868542.856071,0.000099,5604,0.000170
1769868543.145107,0.000216,5604,0.000332
1769868543.245535,0.000726,5604,0.000726
1769868543.368767,0.001573,5604,0.001574
1769868543.469491,0.002300,5604,0.002301
