timestamp,cpu_time,memory_usage,execution_time
1769881598.683588,0.000000,5560,0.000130
1769881598.872718,0.000000,5560,0.000390
1769881598.962085,0.000604,5560,0.000862
1769881599.051687,0.001611,5560,0.001612
1769881599.142073,0.003040,5560,0.003037
