timestamp,cpu_time,memory_usage,execution_time
1769882317.653242,0.000140,6536,0.000151
1769882317.861549,0.000007,6536,0.000010
1769882317.950352,0.000007,6536,0.000010
1769882318.039778,0.000000,6536,0.000009
1769882318.128783,0.000000,6536,0.000012
