timestamp,cpu_time,memory_usage,execution_time
1769881597.306375,0.000000,5560,0.000839
1769881597.476850,0.002403,5560,0.002403
1769881597.579598,0.005021,5560,0.005145
1769881597.685194,0.010548,5560,0.010730
1769881597.790447,0.015788,5560,0.016047
