timestamp,cpu_time,memory_usage,execution_time
1769868388.478947,0.000112,5484,0.000120
1769868388.704667,0.000252,5484,0.000367
1769868388.805127,0.000569,5484,0.000829
1769868388.906094,0.000644,5484,0.001668
1769868389.009865,0.005454,5484,0.005454
