timestamp,cpu_utilization,memory_usage,disk_io_read,disk_io_write,network_in,network_out,execution_time,thread_count,page_faults,cache_hit_rate,error_rate,throughput,response_time_p50,response_time_p95,response_time_p99
16.385,10,100,0,0,0,0,1.28e-07,1,0,0,0,0,0,0,0
16.395,10,100,0,0,0,0,1.28e-07,1,0,0,0,0,0,0,0
16.4051,10,100,0,0,0,0,1.28e-07,1,0,0,0,0,0,0,0
16.4152,10,100,0,0,0,0,1.28e-07,1,0,0,0,0,0,0,0
16.4253,10,100,0,0,0,0,1.28e-07,1,0,0,0,0,0,0,0
16.4354,10,100,0,0,0,0,1.28e-07,1,0,0,0,0,0,0,0
16.4456,10,100,0,0,0,0,1.28e-07,1,0,0,0,0,0,0,0
16.4557,10,100,0,0,0,0,1.28e-07,1,0,0,0,0,0,0,0
16.4658,10,100,0,0,0,0,1.28e-07,1,0,0,0,0,0,0,0
16.4758,10,100,0,0,0,0,1.28e-07,1,0,0,0,0,0,0,0
