timestamp,cpu_time,memory_usage,execution_time
1769868385.345474,0.000000,5484,0.000102
1769868385.556705,0.000118,5484,0.000207
1769868385.656984,0.000245,5484,0.000431
1769868385.757558,0.000000,5484,0.000850
1769868385.858380,0.001699,5484,0.001695
